simulation,population_size,polarization,rotation
1,193,0.288647,0.762449
2,153,0.597919,0.217795
3,95,0.300945,0.008767
4,136,0.944659,0.014526
5,50,0.619102,0.179224
6,147,0.546602,0.580017
7,87,0.489636,0.620103
8,96,0.347515,0.123673
9,115,0.226635,0.002565
10,81,0.466267,0.451928
